text,label
Photo of an alleged package of the Pfizer vaccine. It says “made in China”,False
CDC admits: At least 96% of deaths from Covid19 were WRONG!,False
"Please note the differences: (1) dry cough + sneeze = air pollution (2) cough + mucus + sneeze + runny nose = common cold (3) Cough + mucus + sneeze + runny nose + body ache + weakness + light fever = flu (4) Dry cough + sneeze + body pain + weakness + high fever + difficulty breathing = coronavirus. Pathology department AIIMS, Delhi. Make this message available to as many people as possible!",False
TV Globo report recommends wearing masks only by health professionals and sick people,False
"The post contains video material and calls on the citizens not to be vaccinated: God is showing it to you, open your eyes, the deception of the Satanists is on our doorstep, DO NOT ACCEPT ANY VACCINE, EVERYTHING IS A FRAUD! Share, download and let the video reach a large number of faithful children of the Orthodox Church.",False
"The world population will decline to one billion as part of the plan to establish the world government. Vaccine will decompose the human internal body system within several months after injection and cause mass mortality worldwide. A real and safe coronavirus vaccine will become available only after the depopulation plan is implemented. Coronavirus mutations will be blamed for increased mortality caused by a lethal vaccine. To back up this claim, the video offers a brief fragment from the interviews with Bill Gates.",False
Head of Kocaeli University got the vaccine before his turn,False
"The coronavirus pandemic is a hoax, which is proven by Germany’s and Georgia’s mortality figures for 2017-2020. According to these figures, the number of deaths for all causes is much lower in 2020 compared to the deaths reported in 2017-2019.",False
"The vaccine against COVID-19 exterminate humanity, the real cause of this disease is 5G",False
Daily use of masks causes degenerative diseases,False
Cadena Ser radio has announced the closure of establishments due to coronavirus in the Community of Madrid,False
Valencian Community has confirmed a general home confinement,False
COVID-19 Vaccine destroys the immune system,False
An official warning from the Thailand Post service about the danger of contracting Covid-19 from touching mail.,False
"Spain was the last country to go on a lockdown, as Teodoro Garcia Egea, general secretary People’s Party, said",False
The photo shows that the protests against COVID-19 restrictions in Berlin persist,False
A Portuguese doctor died after receiving the covid vaccine.,False
"The post claims: Three vaccines, against the Most Holy Trinity With the first, the process of mutation and genetic engineering begins. The second alters the body’s own DNA. The third upgrades the DNA with another demonic helix Luciferase and the man becomes a nephilim, half human, half demon, where the demon takes the power of man over his organism, ie. the body. He who has a clear mind will understand this.",False
The COVID-19 vaccines contain nanobots,False
"If we know from science, that for a flu or other infectious disease it takes 10-30 years to make a “safe” vaccine, how could they make a vaccine in 10 months for such a “deadly” virus that has passed the propaganda of all pandemics so far in humanity.",False
Some celebrities got the vaccination before their turn,False
The vast majority of the Greek hospitals stopped vaccination following a complaint about the lack of a marketing authorization for the vaccine,False
Richard Rothschild patented tests for COVID-19 in 2015 and 2017,False
Doctors are recommending that COVID-19 vaccines be injected into the penis.,False
"From January 11, the lockdown in Ukraine is cancelled. These messages are accompanied by the picture of the Ukrainian president.",False
"STEVEN HOKING SHOCKED THE WORLD: Mutated viruses in vaccines are a threat, they can destroy humanity.",False
"A video shows a woman named Khalilah Mitchell, a registered nurse in Nashville, Tennessee, who says that on the third day after taking the vaccine she had problems with the left side of her face and developed Bell’s palsy.",False
Positive test video for COVID-19 in kiwi proves that tests are ineffective,False
Indonesia’s top officials “dancing without obeying health protocols” during the pandemic.,False
A nurse called Khalilah Mitchell developed Bell’s palsy after receiving the COVID-19 vaccine,False
"-Cola tested positive for rapid coronavirus antigen. It is an experiment conducted by an Austrian politician, who from a rostrum in Parliament wanted to prove the alleged uselessness of antigen tests performed with a sample of nose or throat swab.",False
"The madness of Satan’s servants knows no boundaries. Their plan is, if they pass the Law, to use FEMA and all those who cough or have a high temperature, to be put in a concentration camp and be killed.",False
"Through the test for Covid-19, partial vaccination of the population was performed through nano particles in the human brain.",False
We do not need a vaccine. We need a body that can resist this and any other virus,False
A firefighter in Bavaria died because of the Biontech vaccine.,False
"Coca-Cola tested positive for rapid coronavirus antigen. It is an experiment conducted by an Austrian politician, who from a rostrum in Parliament wanted to prove the alleged uselessness of antigen tests performed with a sample of nose or throat swab.",False
Italian scientists tested kiwis with the Covid-19 test and the test was positive.,False
"Authorities have activated code blue in Mexico City. Paramedics are going to select patients who have a low probability of survival, so giving them medical attention to save their lives will not be prioritized and they will only be given palliative care.",False
The Washington Post published that Coronavac was rejected by Chinese authorities,False
Pfizer warned that is COVID-19 vaccine causes malformation in fetuses,False
Serum made from equine plasma cures COVID-19,False
A video of the king of Thailand summoned Muslim clerics to pray to get rid of Covid-19,False
the Austrian Constitutional Court has banned the use of masks in schools,False
A nasal dilator that can “prevent and kill” Covid-19.,False
The Pfizer-BioNTech Covid-19 vaccine is “poison” because it contains potassium chloride — a chemical also used to stop the heart during a process of lethal injection.,False
The COVID-19 RNA vaccine “is not a vaccine”; a vaccine has to disrupt transmission by CDC and FDA standards; the vaccine “activate[s] the cell to become a pathogen-manufacturing site”,False
"100,000 doctors are joining forces against COVID-19 vaccines",False
A woman in Portugal died after receiving a dose from Pfizer’s vaccine,False
"French lab’s research shows that COVID-19 is very resilient. 90°C water can’t kill it, nor the nanoneedle; the virus bounced back immediately once the needle was removed.",False
A video of an allegedly staged vaccination in Israel,False
"Coronavirus vaccines can modify people’s genes and cause sterility in men, according to Argentine doctor Chinda Brandolino",False
Washington Post reported that China does not want to use CoronaVac,False
Anvisa declared that CoronaVac manufacturer is out of quality standards,False
A famous Georgian doctor is quoted saying those with the blood type O do not develop COVID-19,False
Australia ended covid-19 vaccines because of HIV infections,False
Pfizer’s vaccine are not safe. Two people in UK died after receiving a dose of it,False
Lockdown in Ukraine was postponed.,False
Video shows Kamala Harris did not really get the vaccine,False
"More people died in Brazil in 2019 than in 2020, despite the pandemic",False
A website claiming to belong to Pfizer sells alleged COVID-19 vaccines “to the general public” in Mexico.,False
6 people died because of Pfizer/BioNTech vaccine during the vaccination trials,False
A video of Covid-19 patients in a Thai field hospital after a coronavirus outbreak in the Thai province of Samut Sakhon in December 2020.,False
Instructions for participants in Pfizer’s vaccine trial say there is a risk of genetic modification and reproductive problems,False
The number of deaths in the U.S. in 2020 was not greater than that in 2019,False
"Hydroxychloroquine, ivermectin, azithromycin, vitamin D and zinc are effective against COVID-19",False
Kamala Harris faked her immunization,False
The Spanish Islamic community has declared that they will not vaccinate themselves against COVID-19,False
Recent video shows musicians Caetano Veloso and Maria Bethânia dancing at a party,False
"Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, wore the same clothes while receiving the second dose of the vaccine as she wore while receiving the first dose.",False
Number of deaths in Brazil between March and May 2020 was lower than in the same period of 2019,False
India is one of the only five countries in the world which made COVID-19 vaccine,False
"In video, Caetano Veloso and other Brazilian artists celebrate New Year’s Day agglomerating without masks",False
The photo shows Ag Rapid Test Device COVID-19 test results being predetermined,False
"Vaccination is suspended throughout the city of Rosario, in the province of Santa Fe (Argentina) due to the quantity and severity of adverse reactions presented",False
A video of a Filipino official beating a man after he violated coronavirus restrictions.,False
10 children in Vienna were hospitalized for fungal infections caused by wearing masks.,False
A study shows that COVID-19 vaccines can cause masculine infertility,False
"ntine Army nurse dies, aged just 29, after receiving the Russian transgenic vaccine",False
"Kamala Harris vaccination was staged, because the needle flopped",False
"Photos of Renata Vasconcelos, TV journalist, and three actors from Rede Globo allegedly in na agglomeration, not wearing masks",False
The mayor of Zwickau (Saxony) made up a story about high pressure on funeral services,False
Kamala Harris was vaccinated with a syringe without needle,False
Carrying out a test for COVID-19 is similar to the Egyptian punishment,False
"Argentine Army nurse dies, aged just 29, after receiving the Russian transgenic vaccine",False
Kamala Harris vaccination against COVID-19 was staged,False
Photo shows TV presenter Maju Coutinho on the beach during New Year,False
Video proves that vaccination in Israel was staged,False
The new strain of coronavirus was announced by Boris Johnson. Scientists have not made any statement on the issue.,False
"BIM, the retail chain, sells vaccines",False
"A post claims that a 24-year-old nurse died in Zapala, Neuquén province (Argentina), after taking the Russian vaccine",False
A message from a woman on Twitter listing adverse effects of the Sputnik V vaccine,False
"“A German study involving over 25,000 children reveals that major negative impacts on the physical, psychological, and behavioral health of children [from face masks] may be far more widespread than reported”",False
Coronavirus vaccine contains pig fat,False
"A photo of vice-president from Argentina, Cristina Kirchner, being vaccinated without wearing a mask",False
"“Hi, I’m Sandra Romero, ID 37263954 I got the Sputnik V vaccine on Tuesday afternoon and on Thursday it produced skin reactions”.",False
"An Argentinian man received two jabs on the same day, on different plaves",False
"Metal dust on the streets under the influence of 5G causes pneumonia, which is called COVID-19.",False
"190 countries have pre-booked the Bharat Biotech COVID-19 vaccine, which is being developed in India",False
"An image of the Argentine vice president, Cristina Fernández de Kirchner, together with a health professional who is giving her an injection without complying with the preventive measures against the new coronavirus",False
Audio-videos and posts that indicate that in Rosario (Argentina) the vaccination campaign against COVID-19 was suspended as a result of the adverse effects generated by the vaccine created by the Gamaleya Institute of Russia,False
COVID-19 vaccines are unsafe and are being “pushed” on Black and Latino communities.,False
"Coronavirus mRNA vaccine is dangerous: it changes DNA, sterilizes and kills.",False
"in India, the vaccine is free of cost whereas other countries are charging for the vaccine",False
Dr. Sucharit Bhakdi’s multiple coronavirus allegations,False
The end of total quarantine: the Cabinet of Ministers of Ukraine has just made a decision.,False
World health organization’s report says not a single vegetarian has contracted COVID-19 so far.,False
"Coronavirus isn’t a virus but a thrombosis which could be cured by aspirines, honey and lemon",False
Scientist Robert Oswald claimed that Covid-19 doesn’t exist,False
"In a video, Dr. Qiao Gui-Bin of Guangdong General Hospital recommended drinking tea and washing hands with tea since tea can kill coronavirus.",False
It’s forbidden to get vaccinated for the producers,False
Sinovac vaccine is not being administered in China,False
One died because of the vaccination in Israel,False
Tennessee registered rurse Khalilah Mitchell has Bell’s Palsy from COVID-19,False
The International Court of Human Rights regulated the use of chlorine dioxide to be administered as medical treatment,False
"They are simulating coronavirus vaccination, using syringes with retractable needles that do not prick the person",False
Ivermectin is a miraculous drug on the treatment of COVID-19,False
Argentina’s vice-president pretended to receive vaccine for COVID-19,False
Argentine vice-president Cristina Kirchner received the COVID-19 vaccine without wearing mask,False
"COVID-19 could be treated with baking soda gargles and lemon, by changing the PH an avoiding the virus to “being installed in the throat”",False
São Paulo government spent R$ 22 billion with CoronaVac to immunize the population of the state,False
Image of Nancy Pelosi pretending to be vaccinated against coronavirus with the cap of the syringe on,False
Kamala Harris was vaccinated with a syringe without needle,False
The Netherlands refuses to vaccinate against covid-19,False
More deaths in France in 2019 than in 2020,False
Massive death and more than one million people tested positive in the USA after receiving American vaccination. United Nations has announced to discard American vaccine and use Chinese vaccine instead.,False
"People need to be convinced that asymptomatic carriers spread the disease. Then, they should be convinced that they need vaccines so that Bill Gates could earn.",False
Obama told Africans to refuse COVID-19 vaccines,False
"A chain that links the Wuhan Virology Laboratory (China) with the pharmaceutical company GlaxoSmithKline; and it also names it as the owner of another competing firm, Pfizer.",False
"An Austrian politician showed that Coca-Cola produces false-positive results on COVID-19 antigen tests, therefore mass testing is worthless",False
Children do not get COVID-19 and do not spread it.,False
“The COVID-19 virus does not exist”; “The virus has never been isolated”; “The virus does not fulfil Koch’s postulates”,False
"Alleged head of El Mundo who says that Araceli, the first person vaccinated in Spain, has died 24 hours after administering the vaccine",False
COVID-19 vaccines have “experimental technology never before used on humans” and that some “contain nanochips which can electronically track recipients.”,False
Image capture of the website of the Ministry of Health in which it says that “currently there is no authorized vaccine in Europe against COVID-19”.,False
The first package of vaccines against COVID-19 that has arrived in Spain has the logo of a microchip company,False
A photo supposedly shows that COVID-19 “vaccine patients” have started eating other patients.,False
Nashville bomber died from COVID-19,False
Photograph showing a suspected Pfizer COVID-19 vaccine that is “made in China”,False
Celebrities and politicians attended an event at the home of an Indian billionaire and breached social distancing regulations during the coronavirus pandemic.,False
"Araceli, first person vaccinated in Spain, dies 24 hours after receiving the vaccine",False
Pfizer’s vaccine caused serious reactions in 1% of people who received it in the US,False
The document published on the FDA website lists on page 16 a list of possible reactions to the vaccine subject to modifications that cause terror,False
In Spain more people are probability of falling ill from the vaccine than from Covid-19,False
An outdated graph from the British network BBC on the financing of different vaccines against COVID-19,False
Pfizer CEO said he will not get COVID-19 vaccine produced by the company,False
In Australia the vaccine is causing AIDS in people,False
I refuse to be paralyzed.,False
Nashville nurse developed Bell’s palsy after receiving the COVID-19 vaccine,False
Authorities will delay vaccines in Andalusia. They bought millions of syringes that will not work to distribute the COVID-19 vaccine,False
Klaus Schwab from the WEF claims that “We will continue the pandemic if it does not help to “reset” the world”.,False
"To prevent COVID, for the first three days with symptoms, people should take azithromycin and ivermectin.",False
"According to the Colombian immunologist Manuel Elkin Patarroyo, the spread of COVID-19 “is not stopped by anyone.” Among other things, he says that you have to eat “alkaline (sic)” foods, that breast milk “eliminates the virus”; and that antibiotics, aspirin and bicarbonate “put the virus out of action.”",False
Dr. Fauci lied about masks in March.,False
Cure for coronavirus can never be found: WHO,False
WHO says vaccines are not effective against the disease,False
"A registered nurse in Nashville, Tenn., developed Bell’s Palsy after receiving the COVID-19 vaccine.",False
A UN document confirms that a pandemic was planned.,False
It is the scene of a recent protest in Paris against coronavirus restrictions.,False
Video shows the syringe needle lost during Covid-19 vaccine,False
Covid-19 vaccine caused Bell’s palsy and lung damage in the US and South Korea,False
"The Covid pandemic is a plan to depopulate all of humanity on the planet, through a fictional virus, deadly, through bribed media, through bribed governments, with one basic goal – to achieve the goal of World War III, and that is the absolute control of every human being on the planet.",False
Six people died due to Pfizer and BioNTech vaccine trials,False
A U.S. CDC document revelas that the virus behind COVID-19 was not isolated. There is no COVID-19.,False
"After receiving the Pfizer vaccine, people infect others with an artificial coronavirus.",False
COVID-19 and AIDS are biological weapons created in the same military biological labs and both viruses were made intentionally to destroy the population and the army of an adversary. The Pentagon was collecting biological samples from Russians as well as different ethnic groups and people of the former Soviet Union living in different geographical locations of the Russian Federation.,False
Instagram users claim that the family of nurse Tiffany Dover have confirmed her death and created a memorial IG profile,False
"To say that masks are not harmful, and it was harmful to walk through the mountains and parks, one should not be retarded, one should not be an imbecile, ones brain should be dried out. I pity those who listen to the crazy measures of the commission.",False
The Department of Health (DOH) said that children can’t visit their godparents houses during Christmas amid the COVID-19 pandemic.,False
"Those links between Wuhan lab and pharma, bill gates show there is a conspiracy",False
The PCR tests touch the cririform plaque in the brain so as to transmit nanoparticles,False
Secretary of Health in Mexico published a list of people who cannot be vaccinated,False
"1,000 deaths discovered after vaccination against COVID-19 in England",False
Alternative medicine advocate Ümit Aktaş’s claims about COVID-19 vaccines,False
Australian vaccine against COVID-19 infects people with HIV,False
A television report about violence breaking out at a US hospital after patients were vaccinated against the novel coronavirus.,False
Australian vaccine for COVID-19 gave volunteers HIV,False
US Speaker of the House Nancy Pelosi and US Vice President Mike Pence pretended to receive Covid-19 vaccines using syringes that had caps over the needles.,False
US Vice President Mike Pence faked receiving a Covid-19 vaccine using a syringe that had the needle covered by a cap.,False
"An article published in a blog by the Centers for Disease Control and Prevention (CDC) indicated that SARS-CoV-2 “has not been isolated” and that, therefore, “its existence is not proven.”",False
A post claims that the nurse who fainted after getting the COVID-19 vaccine died,False
Six statements by doctor Karina Sarno about the pandemic,False
Claims that the new variant of COVID-19 from UK are related to Pfizer vaccine,False
Photos depicting a damaged lung and people with Bell’s palsy show what happened to those who got vaccinated for the coronavirus,False
Facebook post claims that an Egyptian ancient drawing shows the destruction of pineal gland and relates it to PCR.,False
"Tennessee nurse Tiffany Dover received the Pfizer/BioNTech COVID-19 vaccine, fainted, then died.",False
Asymptomatic spread of COVID-19 never occurs,False
EVERYONE HAVE A VACCINE AGAINST COVID-19 IN THEIR HOME – renowned recipe for drink made of garlic and water,False
No pig fat ingridients were found in Pfizer and Moderna COVID-19 vaccines,False
In Spain there is more probability of falling ill from the vaccine than from the COVID-19,False
The drug called Ivermectin completely prevents the transmission of COVID-19,False
Allergy pills work against COVID-19 and reduce its transmission,False
American nurse died after receiving Pfizer’s vaccine,False
Pandemic is a fraud,False
“Actors” on TV are being vaccinated with a wireless vaccine. Question for the win: Where is the needle?,False
An open letter to Alberta’s premier by former heart surgeon Dennis L Modry has been shared on social media as the Canadian province enacted stricter measures aimed at curbing the Covid-19 pandemic.,False
The nurse who lost consciousness in the live TV broadcast after being vaccinated with the Pfizer vaccine against Covid-19 died.,False
"Humanity succeeded to curb infections through hygiene and sanitation, not vaccination.",False
Photos of a major protest in Paris against coronavirus restrictions in December 2020.,False
An image says that 1000 people vaccinated with COVID were discovered dead in England,False
"Half a million for the people of Aracinovo, and Demir Hisar got COVID-19 tests in the garage.",False
"In Australia, The Vaccine Infects Recipients With HIV, Dangerous Allergies, Side Effects In The United States And The World!",False
American Medical Association recommends hydroxychloroquine against COVID-19,False
"Ugur Sahin, director of Biontech, said in a TV interview that his employees will not be vaccinated because they must be able to work. The interview was deleted afterwards",False
Video proves COVID-19 vaccination is being staged,False
The first vacinated British old lady died after the jab,False
This nurse died after the jab,False
US nurse who fainted after COVID-19 vaccine shot is actually dead,False
Nurse who received COVID-19 shot fainted and died,False
"The coronavirus vaccine contains nanoparticles that, when placed in the body, create oscillations similar to those of 5G satellites. The vaccine is intended for genetic modification. To prove the validity of this theory, the text is accompanied by a video in which the chairman of the World Economic Forum Klaus Schwab says the following words: What the fourth industrial revolution will lead to is the merging of our physical, our digital and our biological identities.",False
COVID-19 vaccines contain microchips that will connect vaccinated people to 5G satellites.,False
PCR tests were not able to differentiate COVID-19 from flu until now,False
"The claims of Ben Tapper, who introduced himself as a doctor, about the PCR test",False
"American nurse Tiffany Dover who passed out minutes after receiving coronavirus vaccine on December 17 is dead, confirms the data from the American webpage SearchQuarry, which shows that the death certificate of 30 years old Tiffany Dover living in Alabama is ready",False
"Governor of São Paulo, João Doria, invited all former presidents to take the vaccine against COVID-19. All of them refused",False
"There is a very effective, simple remedy that kills the virus in one go, and within three days all the symptoms disappear whether you have mild symptoms or severe symptoms. What is this simple effective “cure”? Put mild wormwood (artemisia annua) in one liter of brandy (rakija).",False
"Post in FB and Twitter say that nurse Tiffany Dover, who passed out after receiving the vaccine, is dead.",False
Social media users says that a photo from government politician Adriana Lastra shows her without facemask in the hair salon,False
"Through COVAX, Ukrainians will be inoculated against coronavirus with an untested vaccine.",False
The nurse who fainted after receiving the pfizer vaccine died,False
The testing procedure for COVID-19 is similar to the punishment in Ancient Egypt. The picture on the ancient papyrus proves that.,False
"South Korean frontline health workers are paid US $13.35 (14,600 South Korean won) per day during the coronavirus pandemic.",False
China did not start vaccination against COVID-19,False
A nurse in the United States died after applying the COVID-19 vaccine,False
A picture shows a biohazard symbol on wrappings of Covid tests – this means the swabs are infectious and make people sick,False
The Brazilian Supreme Court ruled in 2018 that mandatory vaccination would be unconstitutional,False
American nurse died after receiving vaccine against COVID-19,False
COVID-19 vaccine caused the new strain in the UK,False
"Politician Markus Söder faked his vaccination, there was a cap on the needle",False
"FROM COVID CENTERS NO ONE HAS CAME OUT ALIVE. THEY DO NOT TAKE YOU THERE TO CURE YOU. THEY TAKE PATIENTS THERE TO KILL THEM! THE DOCTOR ON DUTY DECIDES WHO WILL SURVIVE WHO WILL BE KILLED, THE NORM MUST BE FULFILLED – confession of a nurse from the Covid center",False
The American Medical Association passed a resolution stating that hydroxychloroquine should be used as an early treatment for COVID-19,False
"Tiffany Dover, a nurse who fainted after receiving a COVID-19 jab, passed away",False
Nurse Tiffany Dover died after getting COVID-19 vaccine.,False
"it shows Pfizer’s COVID-19 vaccine (vaporizer cartridge), which is made in China.",False
Study published in Nature shows that asymptomatic people do not transmit COVID,False
Video shows a nurse passing out after receiving the coronavirus vaccine. Caption of the video claims the nurse received luciferase vaccine in the U.S. and collapsed in a few seconds.,False
"Adriana Lastra, spokesperson for the Spanish Socialist Party, has been in a hairdresser’s and has cut her hair without wearing a mask",False
The nurse who fainted after receiving the COVID-19 vaccine has died,False
"Metro Manila will be placed on lockdown or modified enhanced community quarantine (MECQ) on Saturday, December 19.",False
"Israel will issue “green passports” to those residents who get a nanotechnology-based vaccine with the luciferase enzyme that alters human DNA. A swab stick is used not for taking a nasal smear, but for implanting nanotechnology in humans during COVID-19 testing, from where “nanoparticles” enter the brain.",False
An Austrian politician “exposed the defectiveness of the government’s Covid-19 tests by demonstrating how even a glass of Coca Cola will test positive for Covid-19.”,False
Social media users speak of conspiracy because of photos of Swiss Health Minister Alain Berset supposedly visiting Mannequins at the Neuchâtel Hospital,False
"The Federal Supreme Court declared that Venezuelan immigrants did not need to be vaccined against measles during the 2018 outbreak, while allowing COVID-19 vaccines to be mandatory",False
Social media posts say that the vaccine needles disappear using a photo to support the claim.,False
The mayor of London faked taking a COVID-19 jab,False
Ibuprofen prevents deaths from covid.,False
"A nurse collapsed after receiving a Covid-19 vaccine, seeking to raise doubts about its safety.",False
If all goes ‘well’ it’ll become U.S. federal law to get the (COVID-19) vaccine.,False
Rapidly developed pharmaceuticals such as the Covid-19 vaccines comparied to a sedative from the 1950s that caused serious birth defects.,False
"A rise in tiny particle air pollutants, known as PM 2.5, will significantly increase the mortality rate of Covid-19 in Thailand.",False
Covid-19 antibody tests also give positive results in coke.,False
Pfizer vaccine causes facial paralysis,False
Photo shows London Mayor pretending to receive dose of COVID-19 vaccine,False
China won’t use its own vaccines,False
An image with supposedly new meassures of the Catalan Government against the pandemic,False
Hospitals in Asahikawa have each accepted 40 Chinese COVID-19 patients.,False
"People getting inoculated with COVID-19 vaccines are putting toxic substances in their body like the mercury found in thermometers, as well as aluminum and formaldehyde.",False
A viral video shows Austrian deputy Michael Schnedlitz throwing Coca Cola in an antigen test that supposedly tests positive for the SARS-CoV-2 coronavirus to prove that this test is useless.,False
"The AMA “reversed course”, now “giving the green light to doctors prescribing HCQ to their COVID patients.”",False
People can be arrested if they spend their holidays at a large family gathering in São Paulo,False
An English man received a COVID-19 vaccine through his shirte,False
"The FDA has admitted that the vaccine causes adverse effects such as heart attack, seizure, thrombus and even death",False
American medical association changed course on hydroxychloroquine,False
WHO President Tedros Adhanom Ghebreyesus is an armed group leader,False
"Wuhan Lab is owned by the pharmaceutical company Glaxo, which is also the owner of Pfizer. Both companies are managed by BlackRock, a George Soros-owned company. Bill Gates is the main shareholder of Pfizer. The aforementioned actors are connected to Wuhan lab (Wuhan Institute of Virology) and the dissemination of the coronavirus. In 2015, Anthony Fauci gifted USD 3.7 million to the Wuhan lab, which “was tasked with creating the coronavirus”.",False
"The German newspaper ” Siegener Zeitung” stopped the poll about plans to get a vaccine against COVID-19 early since 71% voted against vaccination. So, they needed to delete the unfavourable result as soon as possible.",False
"The main opposition party, CHP, made drafted a proposal to make the COVID-19 vaccine mandatory back in 2019.",False
Vaccines need at least ten years of studies,False
China is collecting human DNA from all over the world through its vaccines in order to create a biological weapon,False
Bill Gates says vaccines are poison,False
A new test by Biomérieux will be able to distinguish between SARS-CoV-2 and influenza virus – so this wasn’t possible before,False
"THEY STEAL FROM US, WE REMAIN SILENT! THEY ARE POISONING US, WE REMAIN SILENT! THEY WILL VACCINE AND CHIP US AND WE WILL BE SILENT AGAIN ??? EVERYWHERE IN THE WORLD PEOPLE HAVE RAISED THE VOICE, THEY STRIKE, THEY PROTEST, THEY REBEL !!! WE WILL BE SLAVES OF THE GLOBALIST SATANISTIC ELITE WHO WANTS TO MAKE US SLAVES, THEIR SERVANTS !!! OPEN YOUR EYES, THINK AND LOOK AT THE REALITY THAT IS HAPPENING TO US!",False
"The video is tragic, covered in voice in Italian, which repetitively shouts that this is “organ trafficking”, and deserves to be reviewed because it is shared by Facebook users who comment on it in Macedonian",False
"Covid 19 vaccines are expired. According to our whistleblower who is close with those from the WHO, the vaccines were produced 5 years ago.",False
"A video, allegedly shot in China, shows people buying frogs from a truck. It says that Chinese markets are open again after the country reduced COVID-19 to a minimum",False
Photo shows man getting vaccine over shirt,False
Photo shows man getting vaccine over shirt,False
A nurse died after getting the COVID-19 vaccine in Alabama.,False
Pfizer caused the death of six volunteers,False
Studies have proven the mask is ineffective,False
Europe interdits all chinese vaccines,False
Pandemic is a fraud and RT-PCR tests aren’t trustworthy,False
"CDC COVID-19 survival rates are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",False
CoronaVac causes cancer and ‘suicidal thoughts’,False
"The picture shows the Mayor of London – Sadiq Aman Khan, being vaccinated in front of a camera – with an unopened needle cap and a white shirt.",False
The American Medical Association rescinded a previous statement and now says “hydroxychloroquine is okay” for COVID-19.,False
The laboratory in Wuhan is owned by Glaxo,False
"Telegram channel says that the Swiss regulatory body has banned the RNA vaccine that comes from Germany, due to its dangerousness",False
COVID-19 vaccines don’t prevent transmission; regulatory agencies “have been reducing the standards so they can pass the vaccine no matter what”,False
A social media post says that it has been discovered that Covid-19 vaccine permanently destroys the immune system,False
FDA warns that vaccines against Covid-19 can cause heart attacks,False
Six people died after receiving Pfizer’s vaccine,False
The COVID-19 pandemic is over and a vaccine for the disease is no longer needed.,False
14-week-old male fetus DNA added to AstraZeneca vaccine,False
SARS-CoV-2 was made in chinese laboratory,False
"CoronaVac, a chinese vaccine candidate being tested in Brazil, causes 10 types of cancer and suicidal thoughts",False
Vaccines cause genetic mutations,False
Covid vaccine has already killed six people and that the U.S. Food and Drug Administration (FDA) had to admit it. Prince Charles refused to get the coronavirus vaccine.,False
"87,000 Dutch nurses refused to be vaccinated against COVID-19.",False
"During COVID-19 pandemic, overall mortality in Ukraine and Italy has decreased.",False
These tests on apple sauce and Coke show antigenic tests are useless,False
A Sri Lankan faith healer claims to have created a concoction that is a “miracle cure” for Covid-19 that will offer “lifetime protection” against the disease.,False
One of the first nurses to receive the vaccine in AL is now dead.,False
"Covid does not exist !!! Covid is a project that seeks to reduce the human population. The pharmaceutical mafia does not want the public to know about the project, and through the WHO forbids performing autopsies!!",False
"U.S. Sen. Ted Cruz, R-Texas said guidance urging vaccinated people to avoid travel and continue wearing masks is “profoundly anti-science.”",False
Centers for Disease Control and Prevention is reporting all pneumonia and influenza deaths as caused by COVID-19.,False
Ingesting hydrogen peroxide will cure COVID-19,False
"The Wuhan Institute of Virology is owned by GlaxoSmithKline, which owns Pfizer.",False
Georgia will be the first country where COVID-19 vaccine will be tested,False
CoronaVac’s clinical trials are stopped in Peru,False
Pfizer’s vaccine cause female infertility,False
Muammar Qadaffi predicted coronavirus,False
American journal accused São Paulo’s state governor of being bribed by Sinovac laboratory,False
"PCR tests do not diagnose COVID-19, but rather collect human genetic materials. Swab sticks used for taking nasal smear may damage brain membrane.",False
"Coronavirus was detected in coca-cola in Austria, i.e., tests are incorrect.",False
"A video shows a man measuring the CO2 level behind the mask with a CO2 detector. After 10 inhalations, the detector exceeded 10,000 ppm while according to the man if the CO2 is below 1,000 parts per minute (ppm), this would be safe",False
"COVID-19 vaccines are made of human phoetuses, whose genetical material blends with the patient’s DNA",False
Pfizer vaccine sterilizes women,False
Brazilian employees of Instituto Butantan are not allowed to enter the facilities where the Coronavac vaccine is being produced. Only the Chinese can access this part of the plant,False
Tests with the Chinese vaccine Coronavac have been suspended in Peru,False
Formaldehyde in vaccines is linked to leukemia among children,False
"The 90-year-old British grandmother who became the first person in the world to receive the Pfizer-BioNTech Covid-19 vaccine outside of a clinical trial was previously pictured receiving the Covid-19 vaccine in a CNN news report in October 2020, at least two months before the UK vaccination drive started.",False
"The Moderna or Pfizer vaccine is not a vaccine, it is a hoax. These are products of RNA gene therapy, not vaccines. This technique has never been studied in animals. Humans will be the first guinea pigs on earth. This can permanently and irreversibly alter our genes, chromosomes, so that these abnormalities can be passed on to our children.",False
COVID-19 vaccine will contain a chip which will help in tracking people,False
Death continues to be a regular guest at those who have agreed to take part in vaccine testing. Six people have died from Pfizer vaccine trials. 4 people were paralyzed.,False
Media outlets report that “A Pzifer Vaccine Volunteer Warns of Second Dose Symptoms: ‘They were very severe'”,False
"The Wuhan lab is owned by Glaxo and is related to Pfizer, which distributes the vaccines for COVID",False
"Why is there a vaccine against COVID, but not for cancer, AIDS, or the common flu? This proves that there is no SARS-CoV-2 virus, which causes COVID.",False
